filename,fine_grained_class_index,subclass_name,coarse_grained_class_index,superclass_name
img_2740,82,sunflower,2,flowers
img_2741,88,tiger,8,large_carnivores
img_2742,38,kangaroo,11,large_omnivores_and_herbivores
img_2743,36,hamster,16,small_mammals
img_2744,81,streetcar,19,vehicles_2
img_2745,72,seal,0,aquatic_mammals
img_2746,50,mouse,16,small_mammals
img_2747,2,baby,14,people
img_2748,52,oak_tree,17,trees
img_2749,68,road,9,large_man-made_outdoor_things
img_2750,44,lizard,15,reptiles
img_2751,6,bee,7,insects
img_2752,53,orange,4,fruit_and_vegetables
img_2753,56,palm_tree,17,trees
img_2754,32,flatfish,1,fish
img_2755,46,man,14,people
img_2756,34,fox,12,medium_mammals
img_2757,83,sweet_pepper,4,fruit_and_vegetables
img_2758,74,shrew,16,small_mammals
img_2759,19,cattle,11,large_omnivores_and_herbivores
img_2760,43,lion,8,large_carnivores
img_2761,77,snail,13,non-insect_invertebrates
img_2762,87,television,5,household_electrical_devices
img_2763,26,crab,13,non-insect_invertebrates
img_2764,63,porcupine,12,medium_mammals
img_2765,5,bed,6,household_furniture
img_2766,79,spider,13,non-insect_invertebrates
img_2767,85,tank,19,vehicles_2
img_2768,38,kangaroo,11,large_omnivores_and_herbivores
img_2769,80,squirrel,16,small_mammals
img_2770,59,pine_tree,17,trees
img_2771,5,bed,6,household_furniture
img_2772,73,shark,1,fish
img_2773,32,flatfish,1,fish
img_2774,15,camel,11,large_omnivores_and_herbivores
img_2775,24,cockroach,7,insects
img_2776,93,turtle,15,reptiles
img_2777,2,baby,14,people
img_2778,88,tiger,8,large_carnivores
img_2779,49,mountain,10,large_natural_outdoor_scenes
img_2780,11,boy,14,people
img_2781,38,kangaroo,11,large_omnivores_and_herbivores
img_2782,62,poppy,2,flowers
img_2783,7,beetle,7,insects
img_2784,6,bee,7,insects
img_2785,61,plate,3,food_containers
img_2786,27,crocodile,15,reptiles
img_2787,5,bed,6,household_furniture
img_2788,41,lawn_mower,19,vehicles_2
img_2789,37,house,9,large_man-made_outdoor_things
img_2790,10,bowl,3,food_containers
img_2791,43,lion,8,large_carnivores
img_2792,69,rocket,19,vehicles_2
img_2793,21,chimpanzee,11,large_omnivores_and_herbivores
img_2794,73,shark,1,fish
img_2795,68,road,9,large_man-made_outdoor_things
img_2796,88,tiger,8,large_carnivores
img_2797,10,bowl,3,food_containers
img_2798,65,rabbit,16,small_mammals
img_2799,4,beaver,0,aquatic_mammals
img_2800,47,maple_tree,17,trees
img_2801,59,pine_tree,17,trees
img_2802,20,chair,6,household_furniture
img_2803,35,girl,14,people
img_2804,2,baby,14,people
img_2805,88,tiger,8,large_carnivores
img_2806,83,sweet_pepper,4,fruit_and_vegetables
img_2807,72,seal,0,aquatic_mammals
img_2808,4,beaver,0,aquatic_mammals
img_2809,3,bear,8,large_carnivores
img_2810,60,plain,10,large_natural_outdoor_scenes
img_2811,82,sunflower,2,flowers
img_2812,61,plate,3,food_containers
img_2813,68,road,9,large_man-made_outdoor_things
img_2814,92,tulip,2,flowers
img_2815,22,clock,5,household_electrical_devices
img_2816,84,table,6,household_furniture
img_2817,87,television,5,household_electrical_devices
img_2818,32,flatfish,1,fish
img_2819,91,trout,1,fish
img_2820,38,kangaroo,11,large_omnivores_and_herbivores
img_2821,36,hamster,16,small_mammals
img_2822,9,bottle,3,food_containers
img_2823,63,porcupine,12,medium_mammals
img_2824,57,pear,4,fruit_and_vegetables
img_2825,50,mouse,16,small_mammals
img_2826,97,wolf,8,large_carnivores
img_2827,27,crocodile,15,reptiles
img_2828,34,fox,12,medium_mammals
img_2829,69,rocket,19,vehicles_2
img_2830,1,aquarium_fish,1,fish
img_2831,82,sunflower,2,flowers
img_2832,13,bus,18,vehicles_1
img_2833,84,table,6,household_furniture
img_2834,15,camel,11,large_omnivores_and_herbivores
img_2835,97,wolf,8,large_carnivores
img_2836,22,clock,5,household_electrical_devices
img_2837,27,crocodile,15,reptiles
img_2838,18,caterpillar,7,insects
img_2839,79,spider,13,non-insect_invertebrates
img_2840,98,woman,14,people
img_2841,74,shrew,16,small_mammals
img_2842,97,wolf,8,large_carnivores
img_2843,13,bus,18,vehicles_1
img_2844,78,snake,15,reptiles
img_2845,88,tiger,8,large_carnivores
img_2846,98,woman,14,people
img_2847,78,snake,15,reptiles
img_2848,5,bed,6,household_furniture
img_2849,4,beaver,0,aquatic_mammals
img_2850,17,castle,9,large_man-made_outdoor_things
img_2851,60,plain,10,large_natural_outdoor_scenes
img_2852,44,lizard,15,reptiles
img_2853,69,rocket,19,vehicles_2
img_2854,53,orange,4,fruit_and_vegetables
img_2855,37,house,9,large_man-made_outdoor_things
img_2856,82,sunflower,2,flowers
img_2857,44,lizard,15,reptiles
img_2858,3,bear,8,large_carnivores
img_2859,24,cockroach,7,insects
img_2860,27,crocodile,15,reptiles
img_2861,6,bee,7,insects
img_2862,38,kangaroo,11,large_omnivores_and_herbivores
img_2863,35,girl,14,people
img_2864,21,chimpanzee,11,large_omnivores_and_herbivores
img_2865,0,apple,4,fruit_and_vegetables
img_2866,16,can,3,food_containers
img_2867,84,table,6,household_furniture
img_2868,11,boy,14,people
img_2869,41,lawn_mower,19,vehicles_2
img_2870,98,woman,14,people
img_2871,89,tractor,19,vehicles_2
img_2872,99,worm,13,non-insect_invertebrates
img_2873,31,elephant,11,large_omnivores_and_herbivores
img_2874,46,man,14,people
img_2875,68,road,9,large_man-made_outdoor_things
img_2876,47,maple_tree,17,trees
img_2877,47,maple_tree,17,trees
img_2878,11,boy,14,people
img_2879,95,whale,0,aquatic_mammals
img_2880,70,rose,2,flowers
img_2881,23,cloud,10,large_natural_outdoor_scenes
img_2882,58,pickup_truck,18,vehicles_1
img_2883,50,mouse,16,small_mammals
img_2884,27,crocodile,15,reptiles
img_2885,8,bicycle,18,vehicles_1
img_2886,47,maple_tree,17,trees
img_2887,27,crocodile,15,reptiles
img_2888,3,bear,8,large_carnivores
img_2889,68,road,9,large_man-made_outdoor_things
img_2890,53,orange,4,fruit_and_vegetables
img_2891,34,fox,12,medium_mammals
img_2892,68,road,9,large_man-made_outdoor_things
img_2893,96,willow_tree,17,trees
img_2894,53,orange,4,fruit_and_vegetables
img_2895,19,cattle,11,large_omnivores_and_herbivores
img_2896,70,rose,2,flowers
img_2897,21,chimpanzee,11,large_omnivores_and_herbivores
img_2898,90,train,18,vehicles_1
img_2899,11,boy,14,people
img_2900,21,chimpanzee,11,large_omnivores_and_herbivores
img_2901,4,beaver,0,aquatic_mammals
img_2902,1,aquarium_fish,1,fish
img_2903,53,orange,4,fruit_and_vegetables
img_2904,29,dinosaur,15,reptiles
img_2905,93,turtle,15,reptiles
img_2906,14,butterfly,7,insects
img_2907,91,trout,1,fish
img_2908,71,sea,10,large_natural_outdoor_scenes
img_2909,88,tiger,8,large_carnivores
img_2910,98,woman,14,people
img_2911,89,tractor,19,vehicles_2
img_2912,27,crocodile,15,reptiles
img_2913,71,sea,10,large_natural_outdoor_scenes
img_2914,64,possum,12,medium_mammals
img_2915,94,wardrobe,6,household_furniture
img_2916,61,plate,3,food_containers
img_2917,20,chair,6,household_furniture
img_2918,83,sweet_pepper,4,fruit_and_vegetables
img_2919,3,bear,8,large_carnivores
img_2920,38,kangaroo,11,large_omnivores_and_herbivores
img_2921,99,worm,13,non-insect_invertebrates
img_2922,5,bed,6,household_furniture
img_2923,11,boy,14,people
img_2924,84,table,6,household_furniture
img_2925,88,tiger,8,large_carnivores
img_2926,6,bee,7,insects
img_2927,67,ray,1,fish
img_2928,5,bed,6,household_furniture
img_2929,31,elephant,11,large_omnivores_and_herbivores
img_2930,65,rabbit,16,small_mammals
img_2931,59,pine_tree,17,trees
img_2932,30,dolphin,0,aquatic_mammals
img_2933,97,wolf,8,large_carnivores
img_2934,64,possum,12,medium_mammals
img_2935,46,man,14,people
img_2936,22,clock,5,household_electrical_devices
img_2937,51,mushroom,4,fruit_and_vegetables
img_2938,25,couch,6,household_furniture
img_2939,18,caterpillar,7,insects
img_2940,78,snake,15,reptiles
img_2941,56,palm_tree,17,trees
img_2942,88,tiger,8,large_carnivores
img_2943,24,cockroach,7,insects
img_2944,5,bed,6,household_furniture
img_2945,22,clock,5,household_electrical_devices
img_2946,15,camel,11,large_omnivores_and_herbivores
img_2947,67,ray,1,fish
img_2948,15,camel,11,large_omnivores_and_herbivores
img_2949,2,baby,14,people
img_2950,60,plain,10,large_natural_outdoor_scenes
img_2951,41,lawn_mower,19,vehicles_2
img_2952,11,boy,14,people
img_2953,70,rose,2,flowers
img_2954,76,skyscraper,9,large_man-made_outdoor_things
img_2955,81,streetcar,19,vehicles_2
img_2956,89,tractor,19,vehicles_2
img_2957,24,cockroach,7,insects
img_2958,30,dolphin,0,aquatic_mammals
img_2959,50,mouse,16,small_mammals
img_2960,0,apple,4,fruit_and_vegetables
img_2961,75,skunk,12,medium_mammals
img_2962,63,porcupine,12,medium_mammals
img_2963,9,bottle,3,food_containers
img_2964,36,hamster,16,small_mammals
img_2965,20,chair,6,household_furniture
img_2966,7,beetle,7,insects
img_2967,74,shrew,16,small_mammals
img_2968,24,cockroach,7,insects
img_2969,73,shark,1,fish
img_2970,32,flatfish,1,fish
img_2971,35,girl,14,people
img_2972,82,sunflower,2,flowers
img_2973,87,television,5,household_electrical_devices
img_2974,31,elephant,11,large_omnivores_and_herbivores
img_2975,14,butterfly,7,insects
img_2976,73,shark,1,fish
img_2977,47,maple_tree,17,trees
img_2978,65,rabbit,16,small_mammals
img_2979,77,snail,13,non-insect_invertebrates
img_2980,51,mushroom,4,fruit_and_vegetables
img_2981,61,plate,3,food_containers
img_2982,30,dolphin,0,aquatic_mammals
img_2983,32,flatfish,1,fish
img_2984,66,raccoon,12,medium_mammals
img_2985,29,dinosaur,15,reptiles
img_2986,97,wolf,8,large_carnivores
img_2987,16,can,3,food_containers
img_2988,0,apple,4,fruit_and_vegetables
img_2989,82,sunflower,2,flowers
img_2990,43,lion,8,large_carnivores
img_2991,23,cloud,10,large_natural_outdoor_scenes
img_2992,89,tractor,19,vehicles_2
img_2993,9,bottle,3,food_containers
img_2994,16,can,3,food_containers
img_2995,68,road,9,large_man-made_outdoor_things
img_2996,2,baby,14,people
img_2997,45,lobster,13,non-insect_invertebrates
img_2998,44,lizard,15,reptiles
img_2999,23,cloud,10,large_natural_outdoor_scenes
img_3000,38,kangaroo,11,large_omnivores_and_herbivores
img_3001,56,palm_tree,17,trees
img_3002,40,lamp,5,household_electrical_devices
img_3003,35,girl,14,people
img_3004,73,shark,1,fish
img_3005,0,apple,4,fruit_and_vegetables
img_3006,88,tiger,8,large_carnivores
img_3007,23,cloud,10,large_natural_outdoor_scenes
img_3008,7,beetle,7,insects
img_3009,42,leopard,8,large_carnivores
img_3010,77,snail,13,non-insect_invertebrates
img_3011,9,bottle,3,food_containers
img_3012,35,girl,14,people
img_3013,96,willow_tree,17,trees
img_3014,83,sweet_pepper,4,fruit_and_vegetables
img_3015,94,wardrobe,6,household_furniture
img_3016,3,bear,8,large_carnivores
img_3017,90,train,18,vehicles_1
img_3018,75,skunk,12,medium_mammals
img_3019,38,kangaroo,11,large_omnivores_and_herbivores
img_3020,14,butterfly,7,insects
img_3021,71,sea,10,large_natural_outdoor_scenes
img_3022,36,hamster,16,small_mammals
img_3023,3,bear,8,large_carnivores
img_3024,78,snake,15,reptiles
img_3025,21,chimpanzee,11,large_omnivores_and_herbivores
img_3026,13,bus,18,vehicles_1
img_3027,48,motorcycle,18,vehicles_1
img_3028,83,sweet_pepper,4,fruit_and_vegetables
img_3029,50,mouse,16,small_mammals
img_3030,79,spider,13,non-insect_invertebrates
img_3031,55,otter,0,aquatic_mammals
img_3032,33,forest,10,large_natural_outdoor_scenes
img_3033,21,chimpanzee,11,large_omnivores_and_herbivores
img_3034,60,plain,10,large_natural_outdoor_scenes
img_3035,8,bicycle,18,vehicles_1
img_3036,84,table,6,household_furniture
img_3037,92,tulip,2,flowers
img_3038,6,bee,7,insects
img_3039,51,mushroom,4,fruit_and_vegetables
img_3040,25,couch,6,household_furniture
img_3041,27,crocodile,15,reptiles
img_3042,86,telephone,5,household_electrical_devices
img_3043,27,crocodile,15,reptiles
img_3044,8,bicycle,18,vehicles_1
img_3045,21,chimpanzee,11,large_omnivores_and_herbivores
img_3046,12,bridge,9,large_man-made_outdoor_things
img_3047,44,lizard,15,reptiles
img_3048,75,skunk,12,medium_mammals
img_3049,27,crocodile,15,reptiles
img_3050,50,mouse,16,small_mammals
img_3051,80,squirrel,16,small_mammals
img_3052,54,orchid,2,flowers
img_3053,94,wardrobe,6,household_furniture
img_3054,48,motorcycle,18,vehicles_1
img_3055,41,lawn_mower,19,vehicles_2
img_3056,53,orange,4,fruit_and_vegetables
img_3057,14,butterfly,7,insects
img_3058,55,otter,0,aquatic_mammals
img_3059,53,orange,4,fruit_and_vegetables
img_3060,12,bridge,9,large_man-made_outdoor_things
img_3061,7,beetle,7,insects
img_3062,46,man,14,people
img_3063,95,whale,0,aquatic_mammals
img_3064,38,kangaroo,11,large_omnivores_and_herbivores
img_3065,67,ray,1,fish
img_3066,0,apple,4,fruit_and_vegetables
img_3067,72,seal,0,aquatic_mammals
img_3068,11,boy,14,people
img_3069,27,crocodile,15,reptiles
img_3070,1,aquarium_fish,1,fish
img_3071,73,shark,1,fish
img_3072,25,couch,6,household_furniture
img_3073,47,maple_tree,17,trees
img_3074,42,leopard,8,large_carnivores
img_3075,75,skunk,12,medium_mammals
img_3076,81,streetcar,19,vehicles_2
img_3077,69,rocket,19,vehicles_2
img_3078,10,bowl,3,food_containers
img_3079,24,cockroach,7,insects
img_3080,87,television,5,household_electrical_devices
img_3081,35,girl,14,people
img_3082,69,rocket,19,vehicles_2
img_3083,86,telephone,5,household_electrical_devices
img_3084,59,pine_tree,17,trees
img_3085,84,table,6,household_furniture
img_3086,63,porcupine,12,medium_mammals
img_3087,86,telephone,5,household_electrical_devices
img_3088,23,cloud,10,large_natural_outdoor_scenes
img_3089,82,sunflower,2,flowers
img_3090,14,butterfly,7,insects
img_3091,10,bowl,3,food_containers
img_3092,26,crab,13,non-insect_invertebrates
img_3093,62,poppy,2,flowers
img_3094,6,bee,7,insects
img_3095,10,bowl,3,food_containers
img_3096,17,castle,9,large_man-made_outdoor_things
img_3097,76,skyscraper,9,large_man-made_outdoor_things
img_3098,56,palm_tree,17,trees
img_3099,63,porcupine,12,medium_mammals
img_3100,85,tank,19,vehicles_2
img_3101,99,worm,13,non-insect_invertebrates
img_3102,64,possum,12,medium_mammals
img_3103,7,beetle,7,insects
img_3104,42,leopard,8,large_carnivores
img_3105,24,cockroach,7,insects
img_3106,13,bus,18,vehicles_1
img_3107,6,bee,7,insects
img_3108,37,house,9,large_man-made_outdoor_things
img_3109,16,can,3,food_containers
img_3110,33,forest,10,large_natural_outdoor_scenes
img_3111,48,motorcycle,18,vehicles_1
img_3112,44,lizard,15,reptiles
img_3113,80,squirrel,16,small_mammals
img_3114,19,cattle,11,large_omnivores_and_herbivores
img_3115,82,sunflower,2,flowers
img_3116,46,man,14,people
img_3117,33,forest,10,large_natural_outdoor_scenes
img_3118,31,elephant,11,large_omnivores_and_herbivores
img_3119,86,telephone,5,household_electrical_devices
img_3120,59,pine_tree,17,trees
img_3121,3,bear,8,large_carnivores
img_3122,9,bottle,3,food_containers
img_3123,57,pear,4,fruit_and_vegetables
img_3124,54,orchid,2,flowers
img_3125,43,lion,8,large_carnivores
img_3126,35,girl,14,people
img_3127,93,turtle,15,reptiles
img_3128,62,poppy,2,flowers
img_3129,88,tiger,8,large_carnivores
img_3130,64,possum,12,medium_mammals
img_3131,78,snake,15,reptiles
img_3132,45,lobster,13,non-insect_invertebrates
img_3133,36,hamster,16,small_mammals
img_3134,1,aquarium_fish,1,fish
img_3135,43,lion,8,large_carnivores
img_3136,34,fox,12,medium_mammals
img_3137,71,sea,10,large_natural_outdoor_scenes
img_3138,87,television,5,household_electrical_devices
img_3139,39,keyboard,5,household_electrical_devices
img_3140,18,caterpillar,7,insects
img_3141,57,pear,4,fruit_and_vegetables
img_3142,67,ray,1,fish
img_3143,4,beaver,0,aquatic_mammals
img_3144,73,shark,1,fish
img_3145,41,lawn_mower,19,vehicles_2
img_3146,76,skyscraper,9,large_man-made_outdoor_things
img_3147,73,shark,1,fish
img_3148,43,lion,8,large_carnivores
img_3149,94,wardrobe,6,household_furniture
img_3150,25,couch,6,household_furniture
img_3151,63,porcupine,12,medium_mammals
img_3152,71,sea,10,large_natural_outdoor_scenes
img_3153,15,camel,11,large_omnivores_and_herbivores
img_3154,52,oak_tree,17,trees
img_3155,38,kangaroo,11,large_omnivores_and_herbivores
img_3156,30,dolphin,0,aquatic_mammals
img_3157,64,possum,12,medium_mammals
img_3158,30,dolphin,0,aquatic_mammals
img_3159,23,cloud,10,large_natural_outdoor_scenes
img_3160,35,girl,14,people
img_3161,74,shrew,16,small_mammals
img_3162,36,hamster,16,small_mammals
img_3163,76,skyscraper,9,large_man-made_outdoor_things
img_3164,96,willow_tree,17,trees
img_3165,17,castle,9,large_man-made_outdoor_things
img_3166,31,elephant,11,large_omnivores_and_herbivores
img_3167,76,skyscraper,9,large_man-made_outdoor_things
img_3168,88,tiger,8,large_carnivores
img_3169,3,bear,8,large_carnivores
img_3170,63,porcupine,12,medium_mammals
img_3171,2,baby,14,people
img_3172,77,snail,13,non-insect_invertebrates
img_3173,49,mountain,10,large_natural_outdoor_scenes
img_3174,92,tulip,2,flowers
img_3175,17,castle,9,large_man-made_outdoor_things
img_3176,80,squirrel,16,small_mammals
img_3177,89,tractor,19,vehicles_2
img_3178,3,bear,8,large_carnivores
img_3179,88,tiger,8,large_carnivores
img_3180,26,crab,13,non-insect_invertebrates
img_3181,41,lawn_mower,19,vehicles_2
img_3182,79,spider,13,non-insect_invertebrates
img_3183,32,flatfish,1,fish
img_3184,62,poppy,2,flowers
img_3185,55,otter,0,aquatic_mammals
img_3186,20,chair,6,household_furniture
img_3187,98,woman,14,people
img_3188,26,crab,13,non-insect_invertebrates
img_3189,17,castle,9,large_man-made_outdoor_things
img_3190,1,aquarium_fish,1,fish
img_3191,32,flatfish,1,fish
img_3192,43,lion,8,large_carnivores
img_3193,85,tank,19,vehicles_2
img_3194,72,seal,0,aquatic_mammals
img_3195,59,pine_tree,17,trees
img_3196,24,cockroach,7,insects
img_3197,13,bus,18,vehicles_1
img_3198,31,elephant,11,large_omnivores_and_herbivores
img_3199,14,butterfly,7,insects
img_3200,42,leopard,8,large_carnivores
img_3201,40,lamp,5,household_electrical_devices
img_3202,33,forest,10,large_natural_outdoor_scenes
img_3203,20,chair,6,household_furniture
img_3204,68,road,9,large_man-made_outdoor_things
img_3205,23,cloud,10,large_natural_outdoor_scenes
img_3206,62,poppy,2,flowers
img_3207,24,cockroach,7,insects
img_3208,55,otter,0,aquatic_mammals
img_3209,10,bowl,3,food_containers
img_3210,22,clock,5,household_electrical_devices
img_3211,70,rose,2,flowers
img_3212,79,spider,13,non-insect_invertebrates
img_3213,73,shark,1,fish
img_3214,45,lobster,13,non-insect_invertebrates
img_3215,84,table,6,household_furniture
img_3216,9,bottle,3,food_containers
img_3217,70,rose,2,flowers
img_3218,96,willow_tree,17,trees
img_3219,97,wolf,8,large_carnivores
img_3220,33,forest,10,large_natural_outdoor_scenes
img_3221,67,ray,1,fish
img_3222,21,chimpanzee,11,large_omnivores_and_herbivores
img_3223,90,train,18,vehicles_1
img_3224,62,poppy,2,flowers
img_3225,57,pear,4,fruit_and_vegetables
img_3226,25,couch,6,household_furniture
img_3227,54,orchid,2,flowers
img_3228,69,rocket,19,vehicles_2
img_3229,40,lamp,5,household_electrical_devices
img_3230,41,lawn_mower,19,vehicles_2
img_3231,93,turtle,15,reptiles
img_3232,9,bottle,3,food_containers
img_3233,83,sweet_pepper,4,fruit_and_vegetables
img_3234,7,beetle,7,insects
img_3235,25,couch,6,household_furniture
img_3236,13,bus,18,vehicles_1
img_3237,90,train,18,vehicles_1
img_3238,16,can,3,food_containers
img_3239,12,bridge,9,large_man-made_outdoor_things
img_3240,48,motorcycle,18,vehicles_1
img_3241,50,mouse,16,small_mammals
img_3242,37,house,9,large_man-made_outdoor_things
img_3243,49,mountain,10,large_natural_outdoor_scenes
img_3244,60,plain,10,large_natural_outdoor_scenes
img_3245,36,hamster,16,small_mammals
img_3246,37,house,9,large_man-made_outdoor_things
img_3247,39,keyboard,5,household_electrical_devices
img_3248,65,rabbit,16,small_mammals
img_3249,91,trout,1,fish
img_3250,70,rose,2,flowers
img_3251,90,train,18,vehicles_1
img_3252,99,worm,13,non-insect_invertebrates
img_3253,10,bowl,3,food_containers
img_3254,4,beaver,0,aquatic_mammals
img_3255,21,chimpanzee,11,large_omnivores_and_herbivores
img_3256,48,motorcycle,18,vehicles_1
img_3257,36,hamster,16,small_mammals
img_3258,31,elephant,11,large_omnivores_and_herbivores
img_3259,66,raccoon,12,medium_mammals
img_3260,5,bed,6,household_furniture
img_3261,92,tulip,2,flowers
img_3262,93,turtle,15,reptiles
img_3263,60,plain,10,large_natural_outdoor_scenes
img_3264,50,mouse,16,small_mammals
img_3265,93,turtle,15,reptiles
img_3266,28,cup,3,food_containers
img_3267,49,mountain,10,large_natural_outdoor_scenes
img_3268,32,flatfish,1,fish
img_3269,79,spider,13,non-insect_invertebrates
img_3270,98,woman,14,people
img_3271,86,telephone,5,household_electrical_devices
img_3272,30,dolphin,0,aquatic_mammals
img_3273,64,possum,12,medium_mammals
img_3274,18,caterpillar,7,insects
img_3275,44,lizard,15,reptiles
img_3276,13,bus,18,vehicles_1
img_3277,99,worm,13,non-insect_invertebrates
img_3278,27,crocodile,15,reptiles
img_3279,69,rocket,19,vehicles_2
img_3280,87,television,5,household_electrical_devices
img_3281,6,bee,7,insects
img_3282,22,clock,5,household_electrical_devices
img_3283,50,mouse,16,small_mammals
img_3284,90,train,18,vehicles_1
img_3285,71,sea,10,large_natural_outdoor_scenes
img_3286,20,chair,6,household_furniture
img_3287,91,trout,1,fish
img_3288,90,train,18,vehicles_1
img_3289,71,sea,10,large_natural_outdoor_scenes
img_3290,49,mountain,10,large_natural_outdoor_scenes
img_3291,42,leopard,8,large_carnivores
img_3292,57,pear,4,fruit_and_vegetables
img_3293,20,chair,6,household_furniture
img_3294,63,porcupine,12,medium_mammals
img_3295,67,ray,1,fish
img_3296,12,bridge,9,large_man-made_outdoor_things
img_3297,91,trout,1,fish
img_3298,39,keyboard,5,household_electrical_devices
img_3299,20,chair,6,household_furniture
img_3300,73,shark,1,fish
img_3301,52,oak_tree,17,trees
img_3302,69,rocket,19,vehicles_2
img_3303,56,palm_tree,17,trees
img_3304,10,bowl,3,food_containers
img_3305,51,mushroom,4,fruit_and_vegetables
img_3306,44,lizard,15,reptiles
img_3307,62,poppy,2,flowers
img_3308,62,poppy,2,flowers
img_3309,43,lion,8,large_carnivores
img_3310,30,dolphin,0,aquatic_mammals
img_3311,6,bee,7,insects
img_3312,99,worm,13,non-insect_invertebrates
img_3313,35,girl,14,people
img_3314,79,spider,13,non-insect_invertebrates
img_3315,35,girl,14,people
img_3316,9,bottle,3,food_containers
img_3317,20,chair,6,household_furniture
img_3318,79,spider,13,non-insect_invertebrates
img_3319,15,camel,11,large_omnivores_and_herbivores
img_3320,87,television,5,household_electrical_devices
img_3321,37,house,9,large_man-made_outdoor_things
img_3322,20,chair,6,household_furniture
img_3323,60,plain,10,large_natural_outdoor_scenes
img_3324,33,forest,10,large_natural_outdoor_scenes
img_3325,67,ray,1,fish
img_3326,92,tulip,2,flowers
img_3327,73,shark,1,fish
img_3328,88,tiger,8,large_carnivores
img_3329,38,kangaroo,11,large_omnivores_and_herbivores
img_3330,90,train,18,vehicles_1
img_3331,70,rose,2,flowers
img_3332,77,snail,13,non-insect_invertebrates
img_3333,84,table,6,household_furniture
img_3334,16,can,3,food_containers
img_3335,18,caterpillar,7,insects
img_3336,80,squirrel,16,small_mammals
img_3337,51,mushroom,4,fruit_and_vegetables
img_3338,42,leopard,8,large_carnivores
img_3339,68,road,9,large_man-made_outdoor_things
img_3340,18,caterpillar,7,insects
img_3341,24,cockroach,7,insects
img_3342,19,cattle,11,large_omnivores_and_herbivores
img_3343,6,bee,7,insects
img_3344,57,pear,4,fruit_and_vegetables
img_3345,21,chimpanzee,11,large_omnivores_and_herbivores
img_3346,42,leopard,8,large_carnivores
img_3347,39,keyboard,5,household_electrical_devices
img_3348,10,bowl,3,food_containers
img_3349,20,chair,6,household_furniture
img_3350,9,bottle,3,food_containers
img_3351,4,beaver,0,aquatic_mammals
img_3352,51,mushroom,4,fruit_and_vegetables
img_3353,1,aquarium_fish,1,fish
img_3354,14,butterfly,7,insects
img_3355,53,orange,4,fruit_and_vegetables
img_3356,7,beetle,7,insects
img_3357,60,plain,10,large_natural_outdoor_scenes
img_3358,53,orange,4,fruit_and_vegetables
img_3359,90,train,18,vehicles_1
img_3360,43,lion,8,large_carnivores
img_3361,62,poppy,2,flowers
img_3362,38,kangaroo,11,large_omnivores_and_herbivores
img_3363,76,skyscraper,9,large_man-made_outdoor_things
img_3364,84,table,6,household_furniture
img_3365,46,man,14,people
img_3366,32,flatfish,1,fish
img_3367,54,orchid,2,flowers
img_3368,34,fox,12,medium_mammals
img_3369,29,dinosaur,15,reptiles
img_3370,65,rabbit,16,small_mammals
img_3371,72,seal,0,aquatic_mammals
img_3372,65,rabbit,16,small_mammals
img_3373,10,bowl,3,food_containers
img_3374,25,couch,6,household_furniture
img_3375,7,beetle,7,insects
img_3376,48,motorcycle,18,vehicles_1
img_3377,90,train,18,vehicles_1
img_3378,94,wardrobe,6,household_furniture
img_3379,42,leopard,8,large_carnivores
img_3380,4,beaver,0,aquatic_mammals
img_3381,55,otter,0,aquatic_mammals
img_3382,99,worm,13,non-insect_invertebrates
img_3383,68,road,9,large_man-made_outdoor_things
img_3384,6,bee,7,insects
img_3385,24,cockroach,7,insects
img_3386,82,sunflower,2,flowers
img_3387,43,lion,8,large_carnivores
img_3388,71,sea,10,large_natural_outdoor_scenes
img_3389,31,elephant,11,large_omnivores_and_herbivores
img_3390,75,skunk,12,medium_mammals
img_3391,26,crab,13,non-insect_invertebrates
img_3392,49,mountain,10,large_natural_outdoor_scenes
img_3393,98,woman,14,people
img_3394,25,couch,6,household_furniture
img_3395,62,poppy,2,flowers
img_3396,73,shark,1,fish
img_3397,2,baby,14,people
img_3398,81,streetcar,19,vehicles_2
img_3399,99,worm,13,non-insect_invertebrates
img_3400,11,boy,14,people
img_3401,31,elephant,11,large_omnivores_and_herbivores
img_3402,82,sunflower,2,flowers
img_3403,56,palm_tree,17,trees
img_3404,3,bear,8,large_carnivores
img_3405,88,tiger,8,large_carnivores
img_3406,62,poppy,2,flowers
img_3407,8,bicycle,18,vehicles_1
img_3408,73,shark,1,fish
img_3409,20,chair,6,household_furniture
img_3410,44,lizard,15,reptiles
img_3411,80,squirrel,16,small_mammals
img_3412,89,tractor,19,vehicles_2
img_3413,0,apple,4,fruit_and_vegetables
img_3414,23,cloud,10,large_natural_outdoor_scenes
img_3415,16,can,3,food_containers
img_3416,96,willow_tree,17,trees
img_3417,24,cockroach,7,insects
img_3418,26,crab,13,non-insect_invertebrates
img_3419,93,turtle,15,reptiles
img_3420,6,bee,7,insects
img_3421,53,orange,4,fruit_and_vegetables
img_3422,93,turtle,15,reptiles
img_3423,19,cattle,11,large_omnivores_and_herbivores
img_3424,49,mountain,10,large_natural_outdoor_scenes
img_3425,11,boy,14,people
img_3426,45,lobster,13,non-insect_invertebrates
img_3427,27,crocodile,15,reptiles
img_3428,26,crab,13,non-insect_invertebrates
img_3429,82,sunflower,2,flowers
img_3430,84,table,6,household_furniture
img_3431,28,cup,3,food_containers
img_3432,1,aquarium_fish,1,fish
